# Data_idx, SoF, Classification result, Classfication Correct of not, S model Score, F model Socre
1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.143267349219605057e+04,-1.171824442455906501e+04
1.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.845479053230686986e+04,-2.296827568869818788e+04
1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.672171623239552355e+04,-2.053544113959185051e+04
2.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.787431491153919342e+04,-2.242377629926193185e+04
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.124574238199660613e+04,-2.337002954628914085e+04
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.280496974190190303e+04,-3.156994681877448966e+04
3.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.930551467883217629e+04,-2.690961320833677019e+04
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.515877922885831140e+04,-2.072597508708379246e+04
1.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.633864129343698914e+04,-2.072966077887401480e+04
7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.458147256227832804e+04,-1.924726666757223211e+04
1.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.376476156348898439e+04,-1.593826867539568957e+04
2.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.992195897012549540e+04,-2.729311056848685985e+04
2.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.965832148852785394e+04,-2.484390055169053085e+04
2.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.996508418716940287e+04,-2.423121499574896006e+04
1.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.103103237624249232e+04,-2.940614684046468392e+04
1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.822591121755329732e+04,-2.577292821322250893e+04
6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.627411177119354943e+04,-2.085101148454030772e+04
2.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.926846745704124260e+04,-2.574275591644842279e+04
1.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.537248003154517392e+04,-1.889663407435625777e+04
2.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.995152631797791037e+04,-2.670180375352015835e+04
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.174773200235552940e+04,-2.506479164708299504e+04
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.690795396890689153e+04,-2.150124722984598338e+04
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.201112556216926532e+04,-2.229143495943570815e+04
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.177878188085943111e+04,-2.029048683877168151e+04
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.077847422323581122e+04,-2.042956565753740142e+04
5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.831785732707841089e+04,-2.222623263783671064e+04
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.963184921234256763e+04,-2.811975550884863333e+04
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.183641297210924313e+04,-2.133188877933095137e+04
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.352270312520661537e+04,-2.223701819844334386e+04
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.822468231292734708e+04,-2.187387286011340257e+04
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.842102403667491672e+04,-2.225955166230931354e+04
4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.708048271172380919e+04,-2.589390602418912385e+04
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.910832391063148680e+04,-2.110538629329533433e+04
5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.948150043062758050e+04,-2.414077840286302308e+04
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.974782860472648463e+04,-2.451014172445258373e+04
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.300249876700066670e+04,-1.999462368561583207e+04
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.503779278956464987e+04,-2.262151870688563213e+04
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.782880057074424985e+04,-2.916413260059050663e+04
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.086269571338094829e+04,-2.121792420845564266e+04
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.260556222765800703e+04,-2.443997474500043973e+04
