# N successful training, N successful testing, N failed training, N failed testing, N total training,   N total testing
2.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01
