# Data_idx, SoF, Classification result, Classfication Correct of not, S model Score, F model Socre
1.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.648730332174473006e+04,-1.952912337967881831e+04
7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.437237608932221883e+04,-1.781073964661802529e+04
1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.508749597516170797e+04,-1.706336301709481995e+04
2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.471660486382664385e+04,-3.088065383375168676e+04
2.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.989427864474842136e+04,-2.990407914551641807e+04
2.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.005507253035927715e+04,-2.494105496124719502e+04
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.579924849341348090e+04,-2.059323497734833654e+04
2.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.585947634338078205e+04,-2.040489559499540701e+04
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.115474563862387367e+04,-2.244666674774282728e+04
9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.457205493277161804e+04,-1.818674757901495104e+04
1.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.359837342021872792e+04,-1.538379840681678979e+04
1.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.513435854854131321e+04,-1.725471329483407681e+04
1.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.120261071362666553e+04,-2.644055802302131997e+04
2.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.008026474378094645e+04,-3.012132317629344834e+04
2.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.787093441500741028e+04,-2.296321547782119887e+04
8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.176242607106317701e+04,-1.469809444424342837e+04
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.533319643423094203e+04,-2.070718846927024060e+04
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.245220260311180027e+04,-2.888812769454739464e+04
2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.841717562954708046e+04,-2.618824384583919891e+04
1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.854879443835536586e+04,-2.389832878438775515e+04
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.663741902437071258e+04,-2.549497639452700605e+04
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.271764348519446139e+04,-2.560749973678267997e+04
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.349090764868176484e+04,-2.180128306828110362e+04
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.307782488706078584e+04,-2.357531006355261707e+04
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.293540664033656503e+04,-2.073837357595064168e+04
4.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.022175214494003740e+04,-2.087340387038240442e+04
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-7.511156394755595829e+04,-3.043344144054579738e+04
5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.273057589107995227e+04,-2.514878159030654570e+04
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.878387927748696529e+04,-2.229244767976756339e+04
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.457284055583129521e+04,-2.382478360277927641e+04
3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.823133249380980851e+04,-2.003353069912800493e+04
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.195966800717949081e+04,-2.858751186415179836e+04
5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.090533929787889792e+04,-2.505266486881499804e+04
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.949885297751831604e+04,-2.351625598915378214e+04
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.188884618648630567e+04,-2.113933564375726928e+04
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.238151299606899920e+04,-2.055262409918482444e+04
3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.356039773602537025e+04,-2.159695118552806889e+04
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.457575581097673421e+04,-2.320046733119148848e+04
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.873909524369945211e+04,-2.162668842679294903e+04
