2,2,6,2,1,2,85,257,412,301
1,2,5,1,2,1,85,257,412,301
0,3,6,1,2,2,85,256,412,301
1,2,5,1,2,2,87,256,411,301
3,2,5,2,2,2,86,256,410,301
2,3,5,1,2,2,86,258,411,296
2,3,5,2,1,2,86,257,413,301
2,1,9,0,5,1,86,259,407,302
1,2,5,1,3,2,87,258,413,301
2,3,5,2,3,1,86,257,412,301
1,3,5,1,2,1,86,258,412,301
1,3,6,2,2,0,86,258,411,301
1,2,5,1,2,2,86,259,412,300
0,2,5,2,1,2,86,258,412,301
1,2,5,1,2,1,87,257,411,301
3,3,7,1,5,0,86,259,406,302
2,2,7,1,3,0,87,258,411,301
1,2,5,1,2,1,86,258,412,301
2,2,5,1,2,1,87,259,411,301
2,3,6,2,2,1,86,258,411,301
1,2,5,1,2,2,86,258,410,301
1,2,5,1,3,1,86,257,411,301
2,2,5,0,2,1,86,259,411,301
1,2,6,1,2,1,86,257,410,300
2,1,5,2,2,0,86,258,412,301
1,2,6,2,2,1,86,258,413,301
2,3,5,0,2,1,86,258,410,301
1,3,5,2,2,1,86,258,410,301
1,3,5,1,2,1,86,257,410,300
0,3,5,2,2,1,86,258,411,301
2,3,4,1,2,0,86,257,411,301
1,3,5,1,2,0,86,258,411,300
1,2,2,1,2,3,86,259,411,297
1,3,6,1,2,0,86,258,412,300
2,2,5,1,2,1,86,258,410,300
0,3,5,1,2,1,86,258,412,300
2,3,5,1,2,2,86,258,411,300
3,3,5,1,3,1,86,259,411,300
1,4,5,1,1,1,86,258,410,300
0,3,5,1,2,1,86,258,411,300
5,1,4,0,1,1,86,259,409,301
1,3,5,0,3,0,86,259,410,300
2,3,5,2,2,1,86,258,411,300
1,3,5,2,2,1,86,259,411,300
1,3,6,1,3,2,86,259,411,300
1,3,6,1,1,1,86,258,411,300
1,3,5,0,3,0,86,258,411,300
1,4,6,1,2,1,87,258,411,299
1,6,5,3,0,0,85,260,413,302
1,3,4,0,1,2,85,259,410,300
1,4,6,1,2,1,86,258,410,300
2,4,6,1,2,0,86,258,411,300
2,3,5,1,1,0,86,259,410,300
1,4,6,1,1,1,86,259,410,300
1,4,5,0,2,2,86,258,412,300
2,2,5,2,3,0,86,258,411,300
1,4,5,1,2,1,86,258,411,300
4,6,4,0,2,2,86,259,413,299
1,3,5,0,2,0,85,258,411,300
1,4,5,2,2,1,86,260,411,300
2,3,6,2,2,1,86,258,412,300
2,3,5,2,2,2,85,260,412,300
4,3,4,1,2,1,85,260,411,300
1,4,5,0,2,1,85,259,411,300
2,4,5,2,2,1,86,258,410,300
2,7,4,4,2,0,86,258,413,302
0,3,4,1,2,2,85,258,410,300
1,2,4,1,2,0,86,259,410,299
1,4,5,1,2,0,86,261,410,300
3,4,6,1,2,2,86,258,411,300
0,4,6,1,1,1,86,258,412,300
0,4,5,1,3,0,86,258,411,300
2,3,5,2,1,0,86,257,411,300
4,2,7,0,5,0,86,260,405,301
2,3,5,1,1,1,85,259,410,299
2,3,5,1,3,0,85,259,410,299
1,4,5,0,2,1,86,261,412,300
0,3,6,0,2,0,86,259,412,300
1,4,6,1,2,1,86,258,411,299
1,5,6,0,2,0,85,260,410,300
1,3,6,1,2,1,86,259,412,299
2,4,6,1,3,2,86,259,411,299
0,2,1,2,2,4,86,256,412,299
1,4,5,1,2,1,86,259,410,300
2,3,5,2,1,2,86,259,411,300
2,3,6,1,2,1,85,258,413,299
1,2,6,1,2,0,85,259,412,300
1,4,7,0,2,1,86,259,411,299
2,4,7,2,2,1,86,261,411,299
1,3,6,1,2,1,85,259,412,299
0,7,4,3,1,0,86,258,414,301
0,3,5,1,2,2,86,260,411,300
2,3,6,2,2,0,86,259,410,299
1,3,5,1,2,2,85,259,412,299
1,4,5,1,2,1,88,257,410,299
0,3,6,2,2,2,89,258,410,299
2,3,5,1,2,1,94,253,410,299
1,4,7,2,1,1,100,249,408,300
1,7,5,3,0,0,104,248,412,301
1,4,5,1,3,0,118,241,409,298
1,4,6,0,1,0,137,229,408,296
2,2,5,1,3,2,149,224,411,295
0,3,5,0,2,0,158,219,412,295
0,3,5,2,2,0,157,221,411,294
0,6,6,1,1,0,158,223,411,286
0,7,5,1,2,1,154,213,409,275
2,6,4,4,3,4,162,208,414,272
