# Data_idx, SoF, Classification result, Classfication Correct of not, S model Score, F model Socre
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.617289397721612295e+04,-2.254904211985301299e+04
1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.156775792269746125e+04,-1.168013071800657053e+04
2.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.977472917425265041e+04,-2.700253452772703531e+04
1.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.668190740690286839e+04,-2.077870262782413192e+04
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.679778275347891395e+04,-2.146428932271067606e+04
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.058983954915139475e+04,-2.338930509283743959e+04
2.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.975024787563121208e+04,-2.674424604472765714e+04
1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.577494789976828361e+04,-1.751005414337956972e+04
2.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.965462525550421560e+04,-2.438875438890548685e+04
1.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.105842938678918290e+04,-2.758575867599869525e+04
2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.822913577010128211e+04,-2.530589353461889186e+04
9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.473859743651507597e+04,-1.963792514872024549e+04
3.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.931256827324836559e+04,-2.500257859201392421e+04
8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.165848234844654871e+04,-1.641526296611397265e+04
2.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.573357116906805459e+04,-1.942124454569776572e+04
6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.614079811904981580e+04,-2.093794026377004411e+04
2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.454198547750668149e+04,-2.977302970485520564e+04
1.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.845136883387664056e+04,-2.270973791072313179e+04
2.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.934798436221621523e+04,-2.503899679324870885e+04
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.528145800833911198e+04,-2.084254451970350783e+04
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.165479002369800583e+04,-2.143321512264552803e+04
4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.895317201242250667e+04,-2.247590456686787002e+04
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.682469327314732800e+04,-2.177294000090082409e+04
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.657742471740510518e+04,-2.860182398546036347e+04
5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.480012693315761499e+04,-2.186790493994497592e+04
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.392034825981342146e+04,-2.061856215244932173e+04
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.952416912771779607e+04,-2.525924769564811504e+04
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.842357606255093560e+04,-2.154912589720424148e+04
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.126133695242920658e+04,-2.381070685022705220e+04
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.452656008504989586e+04,-2.494039687987440630e+04
